1调查地区,2年龄,3性别,4户口,5职业状况,6身体健康状况,7A ,7B ,7C ,7D,7E,7F ,7G ,7H,8worry_risk,9A,9B ,9C ,9D ,9E ,9F,9G,9H ,9I ,9J ,商业医疗保险,商业医疗保险购买条件,商业医疗保险不考虑,商业护理保险,护理保险购买条件,护理保险不考虑购买商业护理保险，主要原因,商业重大疾病保险,疾病保险保险产品购买条件,重大疾病不考虑购买原因,税前总收入
北京,42,1,2,3,2,1,1,1,1,1,1,1,0,1.疾病2.自理或者活动能力下降3.居住环境污染4.心理情绪以及高血压等疾病。,1,1,1,1,1,1,0,0,0,0,1,1.可以报销的额度比较大2.报销的程序比较简单3.给予的反馈比较及时,-3,1,1.报销的程序朴比较简单，认证比较快。2.报销的额度比较大3.能够给与很高的可信度。,-3,1,1.要有很多的增值服务要比养老保险的效益高。2.能和单位的保险叠加3.报销比较及时。,-3,5
江苏,40,1,1,4,1,0,1,0,0,0,0,0,0,收入    疾病,1,0,0,0,0,0,0,0,0,0,2,-3,安全    服务不到位,1,安全    服务到位,-3,1,安全    服务到位,-3,5
河北,30,1,1,2,2,1,0,0,0,1,1,1,0,家庭收入少。儿女陪伴减少。,1,0,0,1,0,1,1,0,0,0,1,缴费金额少。产品的服务范围大,-3,1,缴费金额少，服务的病种多。,-3,1,报销的金额多，报销的效率快,-3,3
广东,33,2,4,5,3,1,1,1,0,0,0,0,0,对于老年生活的担忧，没有钱，看不起病,1,0,0,1,0,0,0,0,0,0,1,对于疾病的赔偿；报销的金额,-3,1,对护理状况的详细介绍呢；对于疾病的免费治疗,-3,1,对于疾病的报销程度；康复阶段的服务,-3,1
黑龙江,30,2,3,5,2,1,0,0,0,0,0,0,0,疾病,0,0,0,1,0,0,0,0,0,0,1,意外伤害,-3,1,年限长,-3,1,高额 年限久,-3,1
河北,45,2,3,3,3,0,1,1,0,0,0,1,0,收入   家庭,0,0,0,1,0,0,0,0,0,0,1,安全    服务到位,-3,1,安全    服务到位,-3,1,安全    服务到位,-3,3
河北,56,1,1,1,2,1,1,0,0,0,0,0,0,疾病   开销,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
江苏,48,1,2,2,2,1,0,0,0,0,1,1,0,疾病，住院花销太大，怕支撑不了,1,1,0,1,0,0,0,0,0,0,1,价格合适，赔付额度足够，赔付条件合适,-3,1,补偿额度够多，护理服务完善,-3,1,保险费用少，保险疾病种类多,-3,3
河北,45,1,2,5,3,1,0,1,0,0,0,0,0,心理情绪、疾病、自理或活动能力下降随着年龄的增加，疾病风险也会增加，导致自理能力下降,1,0,0,1,0,1,1,0,0,0,2,-3,真实性不高，不敢相信,1,价格合理，待遇好,-3,1,报销额度高,-3,3
天津,39,1,3,6,3,0,0,0,1,0,1,0,0,收入不稳定,1,0,0,1,0,0,0,0,0,0,1,性价比高,-3,1,报销便捷,-3,1,性价比高,-3,3
河北,30,1,1,1,1,1,1,1,1,0,0,0,0,开销 收入,1,1,1,0,0,0,0,0,0,0,1,真实可靠,-3,1,真实可靠,-3,1,真实可靠,-3,1
山西,30,2,3,3,2,0,0,1,1,0,0,0,0,老年看病情况基本生活费用,0,0,1,0,0,0,1,0,0,0,2,-3,现在还较年轻,1,保障老年生活,-3,1,以往万一,-3,4
重庆,45,1,1,6,2,1,1,0,0,1,0,0,0,家庭关系，疾病，自理或活动能力下降,1,0,0,0,1,1,0,0,0,0,1,可以报销90%,-3,1,护理要到位，费用完全报销,-3,1,都可以,-3,1
内蒙古,45,2,4,3,3,0,1,0,0,0,0,0,0,收入    家庭,0,0,0,1,0,0,0,0,0,0,1,安全    服务到位,-3,1,安全    服务到位,-3,1,安全    服务到位,-3,4
河北,30,2,1,1,2,0,1,1,0,0,0,0,0,1.老年没有退休金2.老年吴人赡养3.老年疾病无法正常生活,1,1,1,0,0,0,0,0,0,0,1,1.可以减少大部分开支2.定期交的费用不多,-3,1,1.可以承担老年风险开支2.护理服务能满足一般要求,-3,1,1.缴费可以承担2.提供费用可观,-3,1
河北,32,2,2,6,3,1,1,0,0,0,0,0,0,1.未来的养老 公司倒闭，我的养老保险不再交了2.居住环境 楼层太高，没钱换房3.疾病,1,0,0,0,1,0,0,0,0,0,2,-3,时间短 可见的回报,2,-3,时间长 经济负担重,2,-3,1.没钱2.时间长 负担重,2
内蒙古,50,2,4,5,3,0,0,1,0,0,0,0,0,收入   家庭,0,0,0,1,0,0,0,0,0,0,1,安全    服务到位,-3,1,安全    服务到位,-3,1,安全    服务到位,-3,4
河南,30,2,4,6,1,0,1,0,1,1,0,1,0,疾病自理居住环境,1,0,1,0,1,1,0,0,0,0,1,医疗保险,-3,1,条件比较好,-3,1,保障服务较好,-3,1
浙江,32,1,1,6,3,1,1,0,0,1,0,0,0,老年生活，看不起病，无人照顾,1,0,0,1,0,0,0,0,0,0,1,对于疾病的报销比例；对于重大事故的赔偿,-3,1,对于老年护理情况的说明；对于患疾病的诊治,-3,1,对于患病成度的介绍；对于康复阶段的保障,-3,1
内蒙古,36,1,2,3,1,0,0,1,0,0,0,1,0,收入    疾病,1,1,0,0,0,0,0,0,0,0,1,安全    服务到位,-3,1,安全    服务到位,-3,1,安全    服务到位,-3,4
河北,35,2,5,4,3,0,0,1,1,0,0,0,0,无人照顾无人陪伴倾听,0,0,0,1,1,0,0,0,0,0,2,-3,现在身体还算可以,1,保障老年生活,-3,1,以防万一,-3,5
天津,45,2,2,4,1,0,1,1,0,0,0,0,0,疾病  收入,1,1,1,1,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
天津,56,1,2,1,1,1,1,0,0,0,0,0,0,疾病,1,1,0,0,0,0,0,0,0,0,1,上门服务,-3,1,没有风险,-3,1,上门服务 没有风险,-3,3
甘肃,45,1,1,2,3,0,0,0,1,1,1,0,0,子女在外 自己一个人身体出现紧急情况无法应对,0,0,0,1,1,1,1,0,0,0,1,价格合理  理赔时间短,-3,2,-3,缴费年限太长,1,定期体检，有保障,-3,2
吉林,36,2,3,7,3,1,1,0,0,0,0,0,0,心理     家庭,0,0,0,0,1,1,0,0,0,0,1,安全    服务到位,-3,1,安全    服务到位,-3,1,安全    服务到位,-3,4
北京,31,2,1,1,1,0,1,1,1,0,0,0,0,1.无收入2.居住环境恶劣3.无自理能力,1,1,0,1,0,0,0,0,0,0,2,-3,最近身体状况良好,1,1.老年有保障2保险是长期的，有保障3缴费不高,-3,1,1老年患有疾病概率高2一次性支付，有保障,-3,2
天津,42,2,5,3,4,0,0,1,1,0,0,0,0,生活不能自理怎么办儿女不孝顺怎么办,0,0,0,0,1,1,0,0,0,0,2,-3,现阶段身体健康,1,保障老年生活,-3,1,以防万一,-3,3
河北,40,2,2,2,3,1,1,0,0,0,0,0,0,疾病 收入 开销收入不太稳定  身体最近也不是很舒服,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
河北,42,1,1,2,3,1,0,0,0,1,1,1,0,患有慢性病，儿女的陪伴少,1,0,0,1,0,1,1,0,0,0,1,费用低。报销快,-3,1,费用低，服务范围广,-3,1,报销快，服务的范围广。,-3,3
湖北,50,1,2,6,4,0,1,0,0,1,1,0,0,老年没人照顾，丧失劳动力，没钱看病,1,0,0,1,0,0,0,0,0,0,1,对于疾病的赔偿金额；对于意外事故的保障,-3,1,对于老年护理的具体说明；对于疾病的诊治,-3,1,对于疾病赔偿的具体介绍；康复阶段的保障,-3,1
陕西,32,2,1,8,1,1,1,0,1,1,0,0,0,住房   养老   居家环境   家庭关系,1,1,0,1,0,0,0,0,0,0,2,-3,穷 穷  穷,1,给钱  给钱  给钱,-3,2,-3,穷 穷  穷,2
内蒙古,44,2,5,4,3,0,0,1,1,0,0,0,0,老年看病儿女不在身边,0,0,0,0,1,0,1,0,0,0,2,-3,现阶段身体健康,1,保障老年生活,-3,1,以防万一,-3,3
河北,50,1,3,4,1,0,1,0,0,0,0,0,0,收入，,1,0,0,0,0,0,0,0,0,0,1,靠谱，可靠,-3,1,靠谱，可靠,-3,1,靠谱,-3,1
天津,32,2,2,2,1,0,0,1,0,0,1,1,0,无固定收入，无法养老,1,1,1,0,0,0,0,0,0,0,2,-3,身体健康状况良好 不需要,1,能承担生活起居风险；可提供护理服务,-3,2,-3,缴费时间太长,2
辽宁,40,2,4,5,4,0,0,1,1,0,0,0,0,老年看病儿女不在身边,0,0,0,0,0,0,0,0,1,0,2,-3,现在身体健康,1,保险起见,-3,1,以防万一,-3,3
陕西,35,1,2,2,2,1,1,0,1,0,1,1,0,疾病   收入  疾病  收入,1,0,0,1,0,0,0,0,0,0,2,-3,穷  穷  穷,1,给钱  给钱,-3,2,-3,时间太长  没有钱,3
天津,39,2,2,3,1,0,1,0,0,0,0,0,0,开销  居住环境对孩子将来所在的环境比较关系,1,1,1,1,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,2
河北,46,2,5,2,1,0,0,0,0,0,1,1,1,居住环境，心理情绪，收入收入低,1,1,1,0,0,0,0,0,0,0,2,-3,已经有其他保险,2,-3,价格高，而且不需要,1,服务周到，价格合理,-3,4
辽宁,39,2,3,4,3,0,0,0,0,1,1,0,0,生活不能自理看病难,0,1,1,0,0,0,0,0,0,0,2,-3,主要供孩子,1,预防,-3,1,保险,-3,3
陕西,32,1,4,4,1,0,1,0,1,1,0,0,0,收入   开销   疾病,1,1,1,1,0,0,0,0,0,0,1,给钱  给钱  给钱,-3,2,-3,时间太长了,2,-3,时间太长了,4
天津,36,1,2,4,2,0,1,1,0,1,0,0,0,开销  收入,1,1,1,1,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,2
山西,33,2,3,2,1,0,0,1,0,1,0,0,0,生活无法自理,1,1,1,0,0,0,0,0,0,0,2,-3,一年内生病几率较小,2,-3,担心商业的真实性,2,-3,还有一些其他保险可选择，不相信商业保险,3
河北,30,1,1,8,3,1,1,0,0,0,0,0,0,开销  居住环境   活动能力,1,0,0,0,0,0,0,0,0,0,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2
河北,50,1,1,2,1,1,0,1,0,1,0,0,0,开销大，居住环境差，收入低年龄增大，收入越来越低,1,1,1,0,0,0,0,0,0,0,2,-3,已经有别的保险,2,-3,价格昂贵，负担不起,1,价格合理，额度高,-3,2
江苏,34,2,1,3,1,0,1,0,0,0,0,0,0,心里情绪  担心想太多失眠,1,0,0,0,0,1,1,0,0,0,2,-3,没有必要,2,-3,没有必要,2,-3,没有必要,4
陕西,45,2,5,6,2,1,1,0,1,0,0,0,0,疾病   居住   家庭关系,1,0,1,1,0,0,0,0,0,0,1,给我钱,-3,2,-3,时间太长,2,-3,时间太长,4
上海,36,2,5,4,4,0,0,0,1,1,0,0,0,居住偏远看病难,0,0,0,0,0,1,1,0,0,0,2,-3,时间太近,1,长远打算,-3,1,以防万一,-3,3
河北,49,1,1,2,2,1,0,0,0,0,0,0,0,开销 收入生活压力比较大,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
甘肃,50,1,1,2,2,1,0,0,0,0,1,0,0,当我生病后怕得不到子女尽心的赡养,1,0,0,0,0,0,1,0,0,0,1,方便快捷       不能太贵,-3,2,-3,时间太长了，费用高昂,1,支付金额时必须快捷     必须保证我的损失最小,-3,3
河北,30,1,1,8,1,1,1,0,0,0,0,0,0,开销  居住环境 活动能力,1,0,0,0,0,0,0,0,0,0,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2
山西,39,1,2,4,1,0,1,0,0,0,0,0,0,收入  开销物价高  生活压力大,1,1,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,2
河北,35,1,2,4,2,1,0,1,0,0,1,1,0,患上心脑血管疾病。儿女在身边的时间越来越少,1,0,0,1,1,1,1,0,0,0,1,缴费不要太高符合我的经济能力，报销快,-3,1,缴费不要太高符合我的经济能力，报销快,-3,1,缴费不要太高符合我的经济能力，报销快,-3,4
天津,32,2,2,3,1,0,1,0,0,0,0,0,0,担心居住环境不好,1,0,0,0,0,1,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,5
甘肃,48,1,2,2,2,0,0,0,1,0,0,0,0,突发意外,0,1,0,0,1,1,1,0,0,0,1,理赔合理，投保便宜,-3,2,-3,投保年限长,1,定期体检，有保障,-3,1
山西,46,2,1,1,1,1,0,0,0,0,0,0,0,开销  收入生活压力大,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
河北,30,1,1,8,2,1,1,0,0,0,0,0,0,开销  活动能力  居住环境,1,0,0,0,0,0,0,0,0,0,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,1
北京,33,1,3,1,1,0,1,1,1,1,0,0,0,家庭关系不好，可能会和儿媳妇关系不好,0,1,1,1,0,0,0,0,0,0,1,能解决大部分医疗费用；提供服务及时,-3,1,长期保险有保障；老年失去生活能力可能性很大,-3,1,提供及时；提供费用较多,-3,2
天津,36,2,1,3,1,0,1,0,0,0,0,0,0,担心突然查出病,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,5
河北,45,1,2,1,1,0,1,0,0,0,0,0,0,开销   收入生活压力大,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
甘肃,54,1,1,1,1,0,1,0,0,0,0,0,0,疾病,1,0,0,0,0,1,1,0,0,0,2,-3,身体健康,2,-3,没钱,2,-3,没钱,1
山西,57,1,1,2,2,1,0,0,0,0,0,0,0,收入  开销生活压力大,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,2
河北,30,1,1,8,1,1,1,0,0,0,0,0,0,开销  活动能力  居住环境,1,0,0,0,0,0,0,0,0,0,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,2,-3,不了解，感觉不好算，直接买保险公司的比较安全,1
陕西,45,1,3,2,2,0,1,1,1,0,0,0,0,疾病,1,1,0,1,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
吉林,56,1,1,7,3,0,1,0,0,0,0,0,0,自理能力下降,1,0,0,0,0,1,1,0,0,0,1,可靠有用,-3,2,-3,没必要,2,-3,没必要,5
山西,44,1,2,2,2,1,1,0,0,0,0,0,0,收入 开销生活压力太大,1,0,0,0,0,0,0,0,0,0,1,优惠  有保证,-3,1,优惠  有保证,-3,1,优惠  有保证,-3,1
河北,45,2,2,2,2,0,0,0,0,0,1,0,0,居住环境，家庭关系系，心理情绪,1,0,1,0,0,0,0,0,0,0,1,价格合理，报销额度高,-3,1,服务周到，价格合理,-3,1,真实有效，有保障,-3,3
陕西,52,1,2,2,1,1,1,1,0,0,0,0,0,疾病,0,1,0,1,0,1,0,0,0,0,1,给钱,-3,2,-3,穷,2,-3,穷,4
江苏,35,2,1,3,1,0,1,0,0,0,0,0,0,心理问题,1,0,0,0,0,0,1,0,0,0,2,-3,身体好不担心没必要,2,-3,没必要,2,-3,没必要,5
甘肃,34,1,2,2,1,1,0,0,1,0,0,0,0,疾病担心身患重大疾病无法承担巨额医疗费用,0,0,0,0,1,1,1,0,0,0,2,-3,身体健康,1,定期体检，有保障,-3,1,定期体检，有保障,-3,3
陕西,55,2,4,1,1,0,1,0,0,1,1,0,0,疾病,0,1,0,1,0,1,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
江苏,35,2,1,1,1,0,1,0,0,0,0,0,0,担心心理想太多,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,5
上海,34,2,1,4,1,0,1,0,0,0,0,0,0,担心老年时心理问题,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,6
天津,50,1,2,1,1,0,1,0,1,1,1,1,0,1.居住环境问题2.养老金问题3.子女的就业生活问题4.不能自理,1,0,1,1,0,0,0,0,0,0,1,1.足够可靠2.有吸引我的亮点3.服务比较周到。,-3,1,1.医疗服务的打折以及绿色通道2.保险公司的服务好 3价格不是特别贵。.,-3,1,1.理赔金额足够2.理赔过程简单。,-3,3
陕西,55,2,2,2,3,1,1,0,1,0,0,0,0,居住环境,1,1,0,0,0,0,1,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
河北,30,1,7,8,3,0,1,0,0,0,0,0,0,开销大，疾病多，家庭关系差,0,1,0,0,0,0,0,0,0,0,1,上门服务条件丰厚,-3,1,无,-3,2,-3,无,1
浙江,32,2,1,1,1,0,1,0,0,0,0,0,0,心里情绪,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,4
陕西,54,2,3,1,3,1,0,1,0,1,0,0,0,疾病,0,1,0,0,1,0,1,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
山东,31,2,1,3,1,0,1,0,0,0,0,0,0,心理情绪问题,1,0,0,0,0,0,1,0,0,0,2,-3,没有太大不要,2,-3,没太大必要,2,-3,没太大必要,4
陕西,45,2,2,2,4,0,0,1,0,1,1,0,0,自理能力下降,0,0,1,0,0,1,1,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
陕西,35,2,1,4,1,0,1,0,0,0,0,0,0,心理情绪问题,1,0,0,0,0,0,1,0,0,0,2,-3,没必要,2,-3,没必要,2,-3,没必要,4
陕西,55,1,3,5,4,1,1,0,1,0,0,0,0,心理情绪,0,1,0,0,1,1,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
北京,39,1,4,5,2,1,0,1,0,1,0,0,0,身体健康,1,0,0,0,0,0,1,0,0,0,1,性价比高,-3,2,-3,报销便捷流程短,1,报销便捷流程短,-3,4
河北,36,2,2,4,2,1,0,0,0,1,1,1,0,退休金少，生活花费多。儿女工作忙，回家的次数少,1,0,0,0,1,1,1,0,0,0,1,保险花费少，回报率高,-3,1,每年的缴费金额少，报销速度快,-3,1,报销速度快，回报率高,-3,3
河北,46,1,1,1,2,0,0,1,1,1,1,0,0,收入低，居住环境，心理情绪,1,1,1,0,0,0,0,0,0,0,1,利于满足健康保障需求，提高人民生活质量,-3,1,服务周到。价格合理,-3,1,真实，有保障,-3,3
辽宁,37,1,2,1,1,0,0,0,1,1,0,0,0,身体健康,1,0,0,0,1,0,0,0,0,0,1,性价比高,-3,1,报销便捷流程短,-3,1,投入低，回报高,-3,4
河北,35,1,2,3,3,1,1,0,0,0,0,0,0,疾病,1,0,1,0,0,0,0,0,0,0,1,成本低  效益高,-3,2,-3,可信度低,1,可信度低,-3,2
陕西,44,1,3,1,1,0,1,0,1,1,0,0,0,疾病,1,0,1,0,1,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
陕西,58,2,1,3,3,0,1,1,0,1,0,0,0,疾病,0,1,1,0,1,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,2
河北,40,1,1,1,1,1,0,0,0,0,0,0,0,家庭关系，疾病,1,0,0,0,0,0,0,0,0,0,1,一定要讲诚信,-3,1,讲诚信,-3,1,讲诚信,-3,1
上海,39,1,1,4,3,0,0,1,1,0,0,0,0,身体健康隐患,0,1,0,0,1,0,0,0,0,0,1,投入低，保障稳定,-3,1,性价比高,-3,1,报销便捷流程短,-3,4
吉林,36,1,3,1,1,1,0,0,0,0,0,0,0,身体健康隐患,1,0,0,0,1,0,0,0,0,0,1,性价比高,-3,1,报销便捷流程短,-3,1,投入低，保障稳定,-3,2
山西,38,2,2,4,2,0,0,1,1,0,0,0,0,重大疾病  生活不能自理能力,0,0,1,1,0,0,0,0,0,0,1,回报率高  成本低,-3,1,可信度高  回报高,-3,1,回报高  效率高,-3,4
陕西,54,2,3,2,3,0,1,0,1,1,0,0,0,疾病,0,1,0,1,0,1,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
内蒙古,37,1,2,5,1,0,0,1,0,1,0,0,0,未来收入不稳定,1,0,0,0,1,0,0,0,0,0,1,报销便捷流程短,-3,1,投入低，保障稳定,-3,1,报销便捷流程短 投入低，保障稳定,-3,3
内蒙古,45,1,1,6,3,1,0,0,1,1,0,0,0,没钱看不起病,1,0,0,1,0,0,0,0,0,0,1,对于意外事故的赔偿；疾病报销比例,-3,1,对于老年护理的介绍；对于疾病的治疗,-3,1,对于疾病的赔偿金额；对于康复阶段的保障,-3,1
内蒙古,45,1,1,1,3,0,1,0,1,0,0,0,0,收入低  开销大,1,0,1,0,0,0,0,0,0,0,1,回报高  效率高,-3,1,可信度高  回报高,-3,1,成本略低  能较快获得补偿,-3,2
陕西,52,1,4,2,1,0,1,1,1,0,0,0,0,疾病,0,1,1,1,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
河北,50,1,1,2,2,1,1,0,0,0,0,0,0,家庭收入,1,1,0,0,0,0,0,0,0,0,1,保费较低,-3,1,要长期经济补偿,-3,2,-3,保费高,1
陕西,45,2,3,2,3,0,0,1,0,0,0,0,0,疾病,0,0,1,0,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
吉林,54,2,4,2,3,1,1,0,0,0,0,0,0,重大疾病  生活不能自理,1,0,0,1,0,0,0,0,0,0,1,成本低  回报高,-3,1,回报高  效率高,-3,1,有较高可信度，回报丰厚,-3,2
福建,30,2,6,4,1,0,0,0,0,0,0,1,0,自理能力下降对生活的热情降低遗忘或者放弃梦想,1,0,1,0,0,1,0,0,0,0,2,-3,我身体倍儿棒 吃嘛嘛香,1,付出少回报高   提供专人照顾,-3,2,-3,没钱   真没钱    确实没钱,1
陕西,54,1,4,3,4,0,1,1,0,0,0,0,0,疾病,0,0,1,1,0,1,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
重庆,50,2,1,6,3,1,1,0,1,1,0,0,0,疾病，自理和活动能力下降，不想成为儿女的负担,1,0,0,0,0,1,1,0,0,0,2,-3,不相信,2,-3,不相信,2,-3,不相信,1
内蒙古,31,2,1,1,1,1,0,0,0,0,0,0,0,收入过低，无法维持生活；自理能力降低；无法照顾自己的情绪,1,0,0,1,0,0,0,0,0,0,1,看病时的花费给予全额报销；服务人员认真负责,-3,1,有专业人员负责；服务态度良好,-3,1,经常关心我的身体情况；服务态度良好,-3,5
河北,53,1,1,1,1,1,0,0,0,0,1,0,0,收入低，开销大，居住环境差年龄越来越大，收入减少,1,0,1,0,0,0,0,0,0,0,1,价格合理，服务周到,-3,1,价格合理，服务周到,-3,1,真实，报销额度高,-3,3
陕西,55,2,3,3,2,0,0,1,0,0,0,0,0,疾病,0,1,0,1,0,1,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
河北,37,1,2,2,1,0,0,1,0,0,0,0,0,未来收入不稳定，身体健康隐患,1,0,0,0,0,1,0,0,0,0,1,报销便捷流程短,-3,1,性价比高 稳定,-3,1,性价比高 报销便捷流程短,-3,4
山东,32,1,1,1,1,1,1,1,0,0,0,0,0,疾病,1,1,0,1,0,0,0,0,0,0,1,123,-3,1,123,-3,1,123,-3,1
湖南,45,1,2,4,2,0,0,0,1,1,0,0,0,疾病，丧失劳动能力,1,0,0,1,0,1,0,0,0,0,1,保本,-3,1,保本,-3,2,-3,怕保险机构垮了,3
天津,37,1,2,1,1,1,0,0,1,0,0,0,0,未来收入不稳定 身体健康隐患,0,0,1,0,0,1,0,0,0,0,1,报销便捷流程短,-3,1,报销便捷流程短,-3,1,投入低，保障稳定,-3,4
陕西,35,2,4,2,4,1,1,1,0,0,0,0,0,疾病,0,1,0,0,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
陕西,45,1,3,2,3,0,1,1,1,0,0,0,0,疾病,0,1,1,1,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,4
河北,30,1,3,8,2,1,1,0,1,1,0,0,0,家庭收入难以保障,1,0,0,0,0,1,1,0,0,0,1,养老，会退换部分资金,-3,1,符合条件，私人订制,-3,1,对个人有益，会有资金回笼,-3,1
山西,37,1,1,1,1,0,1,0,0,0,0,0,0,身体健康隐患,1,0,0,1,0,1,0,0,0,0,1,报销便捷流程短,-3,1,投入低，保障稳定,-3,1,性价比高 投入低，保障稳定,-3,1
陕西,55,1,2,3,3,0,1,1,0,1,0,0,0,疾病,0,0,1,1,1,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,2
河北,56,1,3,1,1,1,0,0,0,0,1,0,0,收入低，开销大，心里情绪问题,1,1,1,0,0,0,0,0,0,0,1,报销额度大，价格合理,-3,1,价格合理，服务全面,-3,1,额度大，真实性高,-3,4
河北,37,1,1,1,1,0,0,0,1,0,1,0,0,身体健康隐患,1,0,0,1,0,0,1,0,0,0,1,投入低，保障稳定,-3,1,性价比高,-3,1,性价比高 报销便捷流程短,-3,4
陕西,58,2,5,4,4,0,0,1,1,1,0,0,0,疾病,0,1,1,1,0,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
北京,31,1,1,1,1,0,0,0,1,0,0,0,0,没有钱,0,0,1,0,0,0,0,0,0,0,1,安全保证,-3,1,安全保证,-3,1,安全保障,-3,1
河北,35,1,2,4,1,0,1,0,0,0,0,0,0,活动能力下降，无法开车等；收入过低不够花销；自己能力过差，无法照顾自己,1,0,0,0,0,0,0,0,0,0,1,服务态度良好；报销效率高,-3,1,具有专业素养的人士给予指导；服务态度良好,-3,1,业余时间进行一些宣传怎样预防的讲座；服务态度良好,-3,6
山东,32,1,2,5,3,1,0,0,1,0,0,0,0,身体健康隐患 未来收入不稳定,1,0,0,1,0,1,0,0,0,0,1,报销便捷流程短,-3,1,性价比高 保障确切,-3,1,投入低，保障稳定,-3,4
陕西,54,2,3,4,4,0,1,0,1,0,1,0,0,疾病,0,0,1,1,1,0,0,0,0,0,2,-3,穷,2,-3,穷,2,-3,穷,3
河北,56,2,1,1,2,0,1,1,1,1,0,0,0,心里情绪差，自理能力低，收入低年龄增加，收入越来越低,1,1,1,0,0,0,0,0,0,0,1,价格合理，报销额度大,-3,1,真实，有保障，,-3,1,额度大，真实性高,-3,2
吉林,37,1,2,3,1,0,0,0,1,0,1,0,0,身体健康隐患,1,0,0,1,0,1,0,0,0,0,1,投入低，保障稳定,-3,1,投入低，保障稳定 报销便捷流程短,-3,1,报销便捷流程短 性价比高,-3,4
湖南,32,2,1,4,2,1,1,0,0,0,0,1,0,患癌症,0,0,0,1,0,0,0,0,0,0,1,报销多,-3,2,-3,太多骗人的,2,-3,太贵，目前没那么多钱,1
甘肃,31,2,1,6,2,0,1,0,0,0,1,0,0,居住环境，随着社会的进步，环境问题日益严重。,1,0,1,0,0,0,1,0,0,0,1,安全，可靠。,-3,1,实惠，经济.,-3,2,-3,发生的几率很小。,1
河北,34,1,1,5,3,0,1,0,1,0,1,0,0,开销问题,1,0,0,1,0,0,0,0,0,0,1,报销大，报销快,-3,1,真实可靠，福利大,-3,1,对个人家庭有益，可满足各种不同情况,-3,2
